Number,Year Erected,Marker Name,Marker Text,Civil War Site?,Notes,Location,Latitude,Longitude,Condition,Mapped Location
214,,Myhr House (maple Row),"In 1906, Norwegian-born Andres Ivarson Myhr and wife Minnie Bolton Myhr acquired land from Tabitha DeMoss and built 'Maple Row,' named for trees planted along the driveway. Part of Myhr Farm, this was the first house in Bellevue to have indoor running water, electricity and central air. Dr. Myhr was State Evangelist and Secretary of the Tenn. Missionary Society for 20 years. He served as pastor of Bellevue Christian Church (1883 to 1933), that met here after the church burned.",,,"Bradford Green at Myhr Green, Bellevue",36.071528,-86.931924,ordered/ not arrived,POINT (-86.931924 36.071528)
139,2016,The Nashville Brewery,"The Nashville Brewery was founded by Jacob Stiefel on this location in 1859. After the Civil War, the brewery had various owners until it was rebuilt by Christian Moerlein and William Gerst in 1890. Renamed the William Gerst Brewing Co in 1893, it brewed until the start of Prohibition. William Gerst died in 1933, the year Prohibition ended, but his four sons resumed operation using the popular 'Brewed in Dixie' slogan. The brewery closed in 1954 due to national competition.",,"originally approved 2010, updated in 2016 with new text and a sketch of the original builing",810 Sixth Avenue South near Mulberry Street,36.150148,-86.77345,,POINT (-86.77345 36.150148)
28,1970,Granny White Grave,"Lucinda 'Granny' White of N.C. acquired 50 acres of land near Brown's Creek on Jan. 2, 1803.  In 1812, she opened a log tavern about 200 feet north of here near an old spring. Famous for its food and hospitality, Granny White's inn stood along a stagecoach road that connected to the Natchez Trace.  She was buried here on her land in 1816. Granny White Pike was named after her in 1855.  The D.A.R. Gen. James Robertson Chapter restored her grave and added iron fencing in 1932.",,Marker Project- prioirty list replaced with updated text 2019,Travelers Ridge Drive off of Granny White Pike,36.073301,-86.807104,,POINT (-86.807104 36.073301)
120,2005,Randall Jarrell 1914-1965,"Distinguished poet, critic, novelist, and teacher. Born in Nashville; Hume-Fogg graduate 1931; Vanderbilt bachelor's and master's degrees. Served in U.S. Army Air Corps in World War II. Wrote about losses of war and childhood innocence. Poet Laureate at Library of Congress, 1956-58. Winner of National Book Award for poetry, 1960.",,replaced with updated text in 2018,"Hume-Fogg High School, 700 Broadway",36.159303,-86.781572,,POINT (-86.781572 36.159303)
57,1975,Woodbine,"An early settler of this area was James Menees, at whose home Mill Creek Baptist Church was formed in 1797. James Whitsitt, first pastor, served over 50 years. Earlier known as Flat Rock, in 1939 this place was renamed Woodbine, after the David Hughes Estate once located on Nolensville Road. In 1919 the L&N RR began operation of Radnor Yards.",,,"Nolensville Road, between Joyner Avenue and Whitsett Road (across the street from Woodbine Methodist Church)",36.115864,-86.747586,,POINT (-86.747586 36.11586400000001)
161,2017,Penny Campbell 1953-2014,"An activist for LGBT rights and advocate for people with mental health and housing issues, Campbell co-organized Tennessee's delegation to the 1987 March on Washington for Lesbian & Gay Rights and Nashville's 1988 Pride parade at a time when many feared discrimination and violence. Daughter of civil rights activist Will Campbell, she was the lead plaintiff in Campbell v. Sundquist (1996), which overturned a law criminalizing private, consensual, sexual acts between same-sex adults.",,,1615 McEwen Avenue,36.181223,-86.739831,,POINT (-86.739831 36.181223)
107,2001,Mount Pisgah Community,"In 1867, Jane Watson deeded land to several African-American families, many of them her former slaves. First called Watson Town, the community became known as Mt. Pisgah by 1871. The Methodist Episcopal Church North organized a church here in 1866 and bought an acre of land from William Holt in 1869 for a church and school building. The second church building, used 1916-1976, stood along the Owen & Winstead Pike, now Edmondson Pike.",,Donated by the Mt. Pisgah United Methodist Church,6245 Mount Pisgah Road (sign is located on Edmondson Pike side of the church),36.022362,-86.742623,,POINT (-86.742623 36.022362)
51,1975,Vauxhall Garden Site,"Located immediately south, this fashionable place of entertainment was established by Messrs. Decker & Dyer in 1827 and operated for more than a decade. It covered several acres & included a ballroom, dining hall and miniature railroad. Pres. Jackson was honored here on several occasions. John Bell made his famous 'Vauxhall Garden Speech' here May 23, 1835.",,,Demonbreun Street and 9th Avenue South,36.156526,-86.781998,,POINT (-86.78199800000002 36.156526)
208,2019,Antioch High School,"Antioch High School opened here in the fall of 1933, after community members from Antioch, Cane Ridge and Mims (Bakertown) signed petitions to the Board of Education urging them to choose Antioch, not Una, as the school location. Previously the school had been on Antioch Pike near Mill Creek. A wing for the elementary school was added in 1951, with another wing added in 1958. This building became Antioch Middle in 1997, when the high school moved to a new location on Hobson Pike.",,Council District 32,Antioch Middle School 5050 Blue Hole Rd.,36.022014,-86.660197,waiting to install,POINT (-86.660197 36.022014)
95,1995,Captain Alexander 'devil Alex' Ewing 1752-1822,"Lt. Alexander Ewing was commissioned in the Continental Army in Sept. 1777 and promoted to Capt. in 1781. That year, while serving as aide-de-camp to Maj. Gen. Greene, he was wounded at Guilford Courthouse. Ewing moved to Davidson Co. c. 1786 and married Sarah Smith c. 1788. Initially granted 2,666 acres, by 1798 Ewing had increased his land holdings across Middle Tenn. and owned 13 enslaved persons. This early Federal-style house was completed just before his death in 1822.",,Marker Project- prioirty list replaced with updated text in 2018,5101 Buena Vista Pike,36.234022,-86.826127,,POINT (-86.826127 36.234022)
52,1975,Major Wilbur Fisk Foster 1834-1922,"Chief Engr. Army of Tenn. C. S. A.; Construction Engineer on first R.R. Bridge in Nashville; City Engineer of Nashville and member of American Society of Civil Engineers; Director of Works at the Tennessee Centennial Exposition & Co-Founder of Foster & Creighton Co.; Elder, First Presbyterian Church; 33rd Degree Scottish Rite Mason.",,,Centennial Park by Lake Wautauga,36.146883,-86.810233,,POINT (-86.810233 36.146883)
32,1970,Blackwood Field,"In 1921 the State rented land west of Shute Lane and erected two hangars here for the 105th Observation Squadron, Tennessee National Guard. The airfield of about 100 acres was named for H. O. Blackwood, who gave $1,000 to aid the project. The first airmail flight from Nashville was from here to Chicago July 29, 1924. Airplanes used the field until 1928.",,replaced with updated text 2011,"Shute Lane and Lebanon Road, Hermitage",36.214462,-86.604644,,POINT (-86.604644 36.214462)
104,1999,Woodmont Estates,"Created in 1937 from the G. A. Puryear farm. It was once part of Samuel Watkin's country estate. Olmsted Bros. Landscape Architects designed the roads and lots to flow naturally with the hills, valleys, and brook. Residential development was made possible by the 1915 construction of a concrete road. Known by 1918 as Woodmont Boulevard, it was the first documented concrete road in Tennessee.",,,West Valley Brook and Bear Road,36.114255,-86.823867,,POINT (-86.823867 36.114255)
117,2003,West End High School,"One of Nashville's best examples of Colonial Revival style, this building was designed by Donald Southgate and opened in 1937. Public Works Administration funds supported its construction during a major city school building project of the 1930s. Principals William H. Yarbrough (1937-54) and John A. Oliver (1955-68) built a reputation for academic and athletic excellence. It became a middle school in 1968.",,"Donated by the West End High School Alumni Association, Inc.","West End Avenue and Bowling Avenue, Elmington Park",36.134539,-86.825193,,POINT (-86.82519300000001 36.134539)
21,1970,Glendale Park,"Here, near the center of a 64-acre woodland park owned by the Nashville Railway & Light Co., the Glendale streetcar line turned back toward town.  The park opened in 1888 to attract passengers for the railway—originally steam, electric after 1893.  A zoo was added in 1912.  The park closed in 1932, a casualty of automobiles and the Depression.",,,Intersection of Lealand and Tower Place,36.096311,-86.790431,,POINT (-86.790431 36.096311)
78,1982,Percy Warner Park 2058.1 Acres,"Percy Warner (1861-1927) was a pioneer in electric utilities and hydroelectric development in the South. As chairman of the Park Board, he expanded Nashville's park system. Preservation of this natural area was one of his greatest civic projects. Named in his honor by the Park Board in 1927, this land constitutes the largest municipal park in Tennessee.",,,Belle Meade Boulevard at Warner Park entrance,36.082996,-86.867072,,POINT (-86.867072 36.082996)
39,1971,Site of Original Gas Works,"The Nashville Gas Light Co., founded Mar. 1850, with General Washington Barrow, President, built first gas works in Tennessee for manufacturing gas from coal. First street lamp was lighted Feb. 13, 1851 at Second Ave. North and Public Square. First gas stove was used in 1894. Natural gas piped from Texas was first used in Nashville on August 5, 1946.",,,800 Second Avenue North,36.171394,-86.781125,,POINT (-86.781125 36.171394)
80,1982,Edwin Warner Park 606.7 Acres,Edwin Warner (1870-1945) succeeded his brother Percy on the Park Board in 1927 and served for eighteen years. He personally directed the acquisition of most of the Warner Park acreage and supervised WPA development of the property. Warner organized a major Victory Garden program in the park during WWII. Park land west of Old Hickory Blvd. was renamed in his honor in 1937.,,,Highway 100 at Edwin Warner Park entrance,36.06065,-86.9113,,POINT (-86.9113 36.06065)
184,2018,The Jungle and Juanita's,"Warren Jett opened The Jungle, a restaurant and cocktail bar, at 715 Commerce Street in 1952. Next door, Juanita Brazier opened Juanita's Place, a beer bar, in 1956. By the early 1960s, both were known as the first gay bars in Nashville. Jett sold The Jungle in 1960, after his brother, Leslie E. Jett, was elected sheriff. In 1963, 27 men were arrested for 'disorderly behavior' in a raid at Juanita's. Gay men continued to gather at both bars until 1983, when the block was leveled.",,,715 Commerce St.,36.160541,-86.782123,,POINT (-86.782123 36.160541)
198,2019,Hillwood Estates,"In 1910, Horace Greeley Hill, Sr. and wife Mamie began buying land around their West Nashville home Cliff Lawn. After Hill Sr., an entrepreneur and philanthropist, died in 1942, H.G. Hill, Jr. took over the family business and began developing that land into the Hillwood Estates subdivision. The neighborhood included an elementary and high school, both named for Hill, as well as the Hillwood Country Club and Hillwood Presbyterian Church, for which Hill Jr. donated land.",,Council District 23,Davidson Road at Post Road,36.115516,-86.862702,,POINT (-86.862702 36.115516)
48,1971,Nashville General Hospital,"Opened on this site February 1890, with a capacity of 60 beds. Doctor Charles Brower of the University of Nashville Medical Department was appointed Superintendent. In 1891 a school of nursing was opened with Miss Charlotte E. Perkins as Superintendent. This was the first training school for nurses between the Ohio River and New Orleans.",,,Hermitage Avenue at Middleton Avenue,36.157435,-86.765467,,POINT (-86.765467 36.157435)
106,1999,Houston's Law Office,"Sam Houston, a native of Virginia, moved to Nashville in 1818 to study law with Judge James Trimble. Admitted to the bar later that year, Houston practiced in Lebanon, Tenn., before returning to Nashville to serve as District Attorney (1819-21). In 1821, he opened a law office near this site. He was elected a U.S. Congressman (1823-27), Governor of Tenn. (1827-29), and President of the Republic of Texas (1836-38).",,Donated by the Nashville Bar Association,Second Avenue North at the Criminal Justice Center,36.16827,-86.779132,DOWN DURING CONSTRUCTION,POINT (-86.77913200000002 36.16827)
8,1968,The Nashville Race Course,"The Nashville Race Course, the 'Burns Island Track,'   1828-1884, was .6 of a mile north.  Here Oct. 10, 1843, was run the then richest race in the world, the $35,000 Peyton Stakes, 4 mile heats, promoted by Bailie Peyton.  The winner owned by Thomas Kirkman, was renamed 'Peytona.'  Ten Broeck and Thora also raced here.",,,Vantage Way and Great Circle Road near Bush Lake.,36.19313,-86.790668,,POINT (-86.790668 36.19313)
196,2019,Duncan Hotel,"The Duncan Hotel opened on this site in 1889. The Amalgamated Clothing Workers of America union formed here in 1914, before the hotel closed in 1916. R.H. Boyd, Preston Taylor and others purchased the building and opened the first Young Men's Christian Association (YMCA) for Black men. Located in the heart of the African-American business district, it shared the space with Citizens Savings Bank and Trust (formerly One Cent Savings Bank) and other African-American businesses.",,Marker Project- prioirty list double sided,330 Dr. M.L.K. Jr. Blvd.,36.166414,-86.780457,,POINT (-86.780457 36.166414)
129,2008,Parmer School,In 1927 8.25 acres of the Belle Meade Plantation were acquired from its owner Walter O. Parmer to use for a new school. Parmer School opened that fall as a one-room school with grades 1-3. In 1928 the school was transformed into a modern brick building with 4 classrooms adding grades 4-8. By 1951 there were 18 classrooms. The school closed in 1982 and burned in 1985. The stone and brick archway was left as a reminder of the school's history. The property became a public park in 1986.,,,"Parmer Park on Leake Avenue, near Lasalle Court",36.103042,-86.861405,,POINT (-86.86140500000002 36.103042)
189,2019,Dr. Matthew Walker Sr.,"Matthew Walker was born December 7, 1906 in Waterproof, La. After attending school in New Orleans, he graduated from Meharry Medical College in 1934 and began teaching at Hubbard Hospital. Walker served as Chairman of the Department of Surgery from 1945-73 and was instrumental in securing a 1968 federal grant to start the Meharry Neighborhood Health Center. In 1970 the community-based clinic's name was changed to the Matthew Walker Comprehensive Health Center in his honor.",,Council District 19,1035 14th Ave N,36.170705,-86.801482,,POINT (-86.801482 36.170705)
202,2019,Belmont Church and Loinonia Coffeehouse,"Koinonia (Greek for 'fellowship') Coffeehouse opened in 1973 with artists such as Dogwood, Fireworks and Brown Bannister boldly sharing their faith through contemporary music. It became a destination for 'Jesus Music' artists nationwide as young talent such as Amy Grant and Michael W. Smith shared their first songs. The neighboring Belmont Church helped with overflow crowds, co-hosting early CCM recording artists such as Honeytree, Randy Matthews, Don Francisco and more.",,"double sided Sponsored by Capital Christian Music Group, Curb|Word Entertainment, and Provident Label Group",1000 16th Ave S,36.146636,-86.792464,,POINT (-86.792464 36.146636)
144,2012,"Bmi Broadcast Music, Inc.","BMI (Broadcast Music, Inc.), an organization that collects performance royalties for songwriters and music publishers in all genres of music, opened its doors in New York in 1940. BMI was the first performance rights organization to represent what was then commonly referred to as rural and race music in the forms of country, gospel, blues, and jazz. In 1958, BMI established a permanent Nashville office and hired Frances Williams Preston as manager. BMI constructed the first wing of this building in 1964 and expanded it in 1995. This office represents songwriters and music publishers in Memphis, Atlanta, New Orleans, Muscle Shoals and Austin, and played a key role in developing Nashville as Music City, U.S.A.",,,10 Music Square East,36.150756,-86.791786,,POINT (-86.79178600000002 36.150756)
60,1975,Nashville Ymca,"On May 18, 1875, members of several Nashville churches gathered at the Christian Church (138 Vine Street) after a religious revival meeting and organized the Nashville Young Men's Christian Association. Its first building, erected in 1886 on Church Street between Cherry and College, was destroyed by a fire in 1894. In 1912, it moved to its new eight-story building on Seventh and Union, which it occupied until 1972 when it moved to its present building, 1000 Church Street.",,Marker Project- prioirty list replaced with new text in 2018,1000 Church Street,36.161101,-86.784991,,POINT (-86.784991 36.161101)
12,1969,Nashville's First Public School,"Nashville's first public school, Hume School, opened here Feb. 26, 1855.  A three story brick building, the school employed 12 teachers and served all grades.  In 1874 high school classes were moved to Fogg School built on adjoining corner lot. Named for educators, Alfred E. Hume & Francis B. Fogg, the schools were replaced by Hume-Fogg in 1912.",,,"Hume-Fogg High School, 700 Broadway",36.159026,-86.781722,,POINT (-86.781722 36.159026)
5,1968,Battle of Nashville Shy's Hill,"On this hill was fought the decisive encounter of the Battle of Nashville December 16, 1864.  At 4:15 p.m. a Federal assault at the angle on top of the hill broke the Confederate line.  Col. W. M. Shy, 20th Tenn. Inf. was killed and Gen. T. B. Smith was captured.  The Confederates retreated over the Overton Hills to the Franklin Pike.",TRUE,,"W side of Benton Smith Road,  South of Harding Place at bottom of Shy's Hill Trail",36.087691,-86.807835,,POINT (-86.807835 36.087691)
97,1996,Radnor College,"Two blocks west, on the hill, stood Radnor, a college for young women. Founded by A.N. Eshman in 1906, it gained national attention for its complimentary educational tours for students. After the school closed in 1914, a printing plant on campus served until 1924 as the Cumberland Presbyterian Publishing House. In 1921, a spectacular fire claimed the college's main building.",,,Corner of Nolensville Road and McClellan Street,36.101345,-86.740546,,POINT (-86.740546 36.101345)
74,1981,Cardinal Stritch,"Samuel Stritch, born Aug. 17, 1887, southwest corner Fifth and Madison, entered Assumption School at age 7. Ordained when 22, he sang his first Mass here, was priest in Memphis and Nashville, Bishop of Toledo, Archbishop of Milwaukee, Archbishop of Chicago. Named Cardinal in 1946, he was called to Rome in 1958 to head Catholic missions, thus became first American member of the Roman Curia.",,double-sided with #73,1227 Seventh Ave North,36.175419,-86.790929,,POINT (-86.790929 36.175419)
119,2004,The Temple Cemetery,"The Temple Cemetery was established in 1851 with the purchase of three acres by the Hebrew Benevolent Burial Association and still serves Nashville's first Jewish congregation, The Temple, Congregation Ohabai Sholom. It blends early urban burial ground practices with picturesque elements of later Victorian garden cemeteries. The Temple Cemetery was listed in the National Register of Historic Places in 2004.",,,"Temple Cemetery, 2001 15th Avenue North (inside cemetery)",36.183528,-86.810322,,POINT (-86.810322 36.183528)
133,2008,Richland-west End,"This early planned subdivision presents a largely unaltered picture of suburban residences in early 20th century Nashville. With ninety percent of existing homes built between 1905 and 1925, the styles range from large American foursquares to the more modest bungalows and cottages. The neighborhood is listed in the National Register of Historic Places.",,,Bowling Avenue at Richland Avenue,36.1358,-86.825734,,POINT (-86.825734 36.1358)
30,1970,Old Hickory Powder Plant,"Site of the $87,000,000 Old Hickory Powder Plant built and operated in 1918 by the E.I. DuPont deNemours Co., for the United States Government, to make smokeless gunpowder for the Allied Armies in World War I. By the time of the Armistice Nov. 11, 1918, the plant, 75% complete, was producing 750,000 lbs of powder every 24 hours.",,,"Swinging Bridge Road and Cinder Road, Old Hickory",36.277097,-86.669215,,POINT (-86.669215 36.277097)
118,2004,Sunnyside,"Home of Mary Benton, widow of Jesse Benton who left Nashville after a famous feud with Andrew Jackson in 1813. The Greek Revival house was built c.1852 and stood between Union and Confederate lines during the Battle of Nashville in 1864. Prominent dentist L.G. Noel lived here for 45 years. The brick wings were added by Col. Granville Sevier during renovation of the house in the late 1920s.",,replaced #22 Sunnyside,Sevier Park 3000 Granny White Pike,36.119859,-86.790745,,POINT (-86.790745 36.119859)
101,1997,Nashville's First Radio Station,"June 1922, Boy Scout John H. DeWitt, Jr., started Nashville's first radio station (WDAA) on the Ward-Belmont Campus. Assisted by music teacher G.S. deLuca, he broadcast Enrico Caruso records to the opening of the River and Rail Terminal on the river at Broad Street. DeWitt was WSM radio station's chief engineer, 1932-1942, and president, 1947-1968.",,,Belmont University Campus Freeman Hall,36.135886,-86.794723,,POINT (-86.794723 36.135886)
116,2003,Tolbert Hollow,"George Tolbert, a farmer, bought 97½ acres here in 1879 that became known as Tolbert Hollow. He was a former slave who, according to family tradition, purchased his own freedom. Tolbert worked 45 acres by 1880 and cut and sold wood with his sons. Land ownership signified true freedom for blacks after the Civil War. Generations of Tolbert's descendants continued to live on his land.",,,"Tolbert Road, off of Old Hickory Boulevard",36.106301,-86.921666,,POINT (-86.921666 36.106301)
163,2018,Grandale,"Built in the 1830s, rebuilt in 1859, and expanded in 1880, Perry Dale Sr. and Alberta G. Dale purchased this two-story frame house in 1946, naming it GranDale. The one-story wings were added to each side in the 1970s. Between 1972 and 1973, Perry Sr. sold the house and the Dale Foods canning factory (now Cannery Row) to his two sons. The Dale sons sold GranDale in 1983, and in 1997 the house was moved 60 ft. from the original location at 2234 Murfreesboro Pike to save it from demolition.",,Marker Project-priority list,200 Nashboro Blvd.,36.088169,-86.646253,,POINT (-86.646253 36.088169)
